recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
51344,Canadian Food Inspection Agency,,"Tree nut, Sulphites",,2014-03-20,2023-11-14 03:12:49.171373,Food
51378,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51242,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51383,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51252,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51253,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51254,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51256,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51277,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51382,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51279,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51255,Health Canada,,Medical devices,Medical device,2014-03-20,2023-11-14 03:12:49.171373,Health product
51241,Health Canada,,Strangulation hazard,Household items,2014-03-20,2023-11-14 03:12:49.171373,Consumer products
51283,Canadian Food Inspection Agency,,Milk,,2014-03-20,2023-11-14 03:12:49.171373,Food
51359,Health Canada,,Medical devices,Medical device,2014-03-19,2023-11-14 03:12:49.171373,Health product
50726,Health Canada,,Choking hazard,Toys and games,2014-03-19,2023-11-14 03:12:49.171373,Consumer product
50753,Health Canada,,Medical devices,Medical device,2014-03-19,2023-11-14 03:12:49.171373,Health product
50825,Health Canada,,Medical devices,Medical device,2014-03-19,2023-11-14 03:12:49.171373,Health product
51484,Canadian Food Inspection Agency,,,,2014-03-19,2023-11-14 03:12:49.171373,Food
70160,Transport Canada,Car recalled by MAZDA,Fuel Supply,Car,2014-03-19,2023-11-14 03:12:49.171373,Vehicles
51388,Canadian Food Inspection Agency,,Sulphites,,2014-03-19,2023-11-14 03:12:49.171373,Food
51222,Canadian Food Inspection Agency,,Mustard,,2014-03-19,2023-11-14 03:12:49.171373,Food
70158,Transport Canada,RV Trailer recalled by KEYSTONE,Brakes,RV Trailer,2014-03-19,2023-11-14 03:12:49.171373,Vehicles
70157,Transport Canada,Motorcycle recalled by ZERO MOTORCYCLES,Powertrain,Motorcycle,2014-03-19,2023-11-14 03:12:49.171373,Vehicles
70155,Transport Canada,Car recalled by VOLKSWAGEN,Lights And Instruments,Car,2014-03-19,2023-11-14 03:12:49.171373,Vehicles
70261,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,Truck - Med. & H.D.,2014-03-19,2023-11-14 03:12:49.171373,Vehicles
51316,Health Canada,,Medical devices,Medical device,2014-03-19,2023-11-14 03:12:49.171373,Health product
51259,Canadian Food Inspection Agency,,Tree nut,,2014-03-19,2023-11-14 03:12:49.171373,Food
50831,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51082,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50760,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50758,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50756,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50755,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50754,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50751,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50750,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50749,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50739,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50762,Health Canada,,,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50763,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50745,Health Canada,,,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50744,Health Canada,,,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50743,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50741,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51087,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50815,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51269,Canadian Food Inspection Agency,,Milk,,2014-03-18,2023-11-14 03:12:49.171373,Food
51088,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50822,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51089,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50828,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50821,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50830,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51093,Health Canada,,Chemical hazard,Household items,2014-03-18,2023-11-14 03:12:49.171373,Consumer product
50820,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51384,Canadian Food Inspection Agency,,Egg,,2014-03-18,2023-11-14 03:12:49.171373,Food
50748,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50873,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50808,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50734,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51401,Canadian Food Inspection Agency,,Wheat,,2014-03-18,2023-11-14 03:12:49.171373,Food
50807,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51085,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50811,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
70150,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Accessories,Motorhome,2014-03-18,2023-11-14 03:12:49.171373,Vehicles
50834,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50766,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50736,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50735,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50854,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50733,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50856,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50769,Health Canada,,Medical devices,Biologic or vaccine,2014-03-18,2023-11-14 03:12:49.171373,Health product
50836,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50857,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50829,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50855,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50843,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50774,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
50772,Health Canada,,Medical devices,Medical device,2014-03-18,2023-11-14 03:12:49.171373,Health product
51354,Canadian Food Inspection Agency,,Mustard,,2014-03-17,2023-11-14 03:12:49.171373,Food
51318,Canadian Food Inspection Agency,,Listeria,,2014-03-17,2023-11-14 03:12:49.171373,Food
50757,Health Canada,,Strangulation hazard,Clothing and accessories,2014-03-17,2023-11-14 03:12:49.171373,Consumer products
51238,Canadian Food Inspection Agency,,,,2014-03-17,2023-11-14 03:12:49.171373,Food
50817,Health Canada,,Product safety,Drugs,2014-03-14,2023-11-14 03:12:49.171373,Health product
50824,Health Canada,,Product safety,Natural health products,2014-03-14,2023-11-14 03:12:49.171373,Health product
50727,Health Canada,,Product safety,Drugs,2014-03-14,2023-11-14 03:12:49.171373,Health product
50823,Health Canada,,Product safety,Drugs,2014-03-14,2023-11-14 03:12:49.171373,Health product
70186,Transport Canada,Child Car Seat recalled by EI BRAND MANAGEMENT,Seats And Restraints,Child Car Seat,2014-03-14,2023-11-14 03:12:49.171373,Vehicles
50809,Health Canada,,Product safety,Natural health products,2014-03-14,2023-11-14 03:12:49.171373,Health product
50832,Health Canada,,Physical hazard,Sports and fitness,2014-03-13,2023-11-14 03:12:49.171373,Consumer product
51091,Health Canada,,,Medical device,2014-03-13,2023-11-14 03:12:49.171373,Health product
50819,Health Canada,,Strangulation hazard,Household items,2014-03-13,2023-11-14 03:12:49.171373,Consumer product
51338,Canadian Food Inspection Agency,,Listeria,,2014-03-13,2023-11-14 03:12:49.171373,Food
51381,Canadian Food Inspection Agency,,Mustard,,2014-03-13,2023-11-14 03:12:49.171373,Food
50768,Canadian Food Inspection Agency,,Listeria,,2014-03-13,2023-11-14 03:12:49.171373,Food
70174,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Car,2014-03-13,2023-11-14 03:12:49.171373,Vehicles
50874,Health Canada,,Strangulation hazard,Clothing and accessories,2014-03-13,2023-11-14 03:12:49.171373,Consumer products
51084,Health Canada,,Chemical hazard,Sports and fitness,2014-03-12,2023-11-14 03:12:49.171373,Consumer product
50764,Health Canada,,,Chemicals,2014-03-12,2023-11-14 03:12:49.171373,Consumer product
50818,Canadian Food Inspection Agency,,Listeria,,2014-03-12,2023-11-14 03:12:49.171373,Food
70162,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,Car,2014-03-12,2023-11-14 03:12:49.171373,Vehicles
70195,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Car,2014-03-12,2023-11-14 03:12:49.171373,Vehicles
70163,Transport Canada,Truck - Med. & H.D. recalled by FIAT CHRYSLER AUTOMOBILES,Label,Truck - Med. & H.D.,2014-03-12,2023-11-14 03:12:49.171373,Vehicles
70166,Transport Canada,Car recalled by VOLKSWAGEN,Electrical,Car,2014-03-12,2023-11-14 03:12:49.171373,Vehicles
70168,Transport Canada,Motorcycle recalled by YAMAHA,Lights And Instruments,Motorcycle,2014-03-12,2023-11-14 03:12:49.171373,Vehicles
51237,Canadian Food Inspection Agency,,Gluten,,2014-03-12,2023-11-14 03:12:49.171373,Food
50853,Health Canada,,,Other,2014-03-11,2023-11-14 03:12:49.171373,Food
50761,Health Canada,,,Medical device,2014-03-11,2023-11-14 03:12:49.171373,Health product
50816,Health Canada,,Product safety,Drugs,2014-03-10,2023-11-14 03:12:49.171373,Health product
50742,Health Canada,,Product safety,Drugs,2014-03-10,2023-11-14 03:12:49.171373,Health product
50796,Health Canada,,Chemical hazard,Jewellery,2014-03-10,2023-11-14 03:12:49.171373,Consumer products
50712,Health Canada,,Chemical hazard,Jewellery,2014-03-10,2023-11-14 03:12:49.171373,Consumer products
50740,Health Canada,,,Other,2014-03-09,2023-11-14 03:12:49.171373,Food
50771,Canadian Food Inspection Agency,,Milk,,2014-03-08,2023-11-14 03:12:49.171373,Food
51086,Canadian Food Inspection Agency,,Milk,,2014-03-07,2023-11-14 03:12:49.171373,Food
50872,Canadian Food Inspection Agency,,Peanut,,2014-03-07,2023-11-14 03:12:49.171373,Food
50767,Canadian Food Inspection Agency,,"Milk, Sulphites",,2014-03-07,2023-11-14 03:12:49.171373,Food
51090,Canadian Food Inspection Agency,,Milk,,2014-03-06,2023-11-14 03:12:49.171373,Food
50746,Health Canada,,Strangulation hazard,Clothing and accessories,2014-03-06,2023-11-14 03:12:49.171373,Consumer products
50802,Health Canada,,Strangulation hazard,Clothing and accessories,2014-03-06,2023-11-14 03:12:49.171373,Consumer products
50711,Health Canada,,Fire hazard,Tools and accessories,2014-03-05,2023-11-14 03:12:49.171373,Consumer product
70173,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Lights And Instruments,Truck - Med. & H.D.,2014-03-05,2023-11-14 03:12:49.171373,Vehicles
70170,Transport Canada,Bus recalled by NEW FLYER,Engine,Bus,2014-03-05,2023-11-14 03:12:49.171373,Vehicles
70172,Transport Canada,Bus recalled by PREVOST,Electrical,Bus,2014-03-05,2023-11-14 03:12:49.171373,Vehicles
50714,Canadian Food Inspection Agency,,Salmonella,,2014-03-04,2023-11-14 03:12:49.171373,Food
50794,Health Canada,,Flammability hazard,Household items,2014-03-04,2023-11-14 03:12:49.171373,Consumer product
50710,Health Canada,,Strangulation hazard,Clothing and accessories,2014-03-04,2023-11-14 03:12:49.171373,Consumer products
51334,Health Canada,,Medical devices,Medical device,2014-03-04,2023-11-14 03:12:49.171373,Health product
51218,Health Canada,,Product safety,Drugs,2014-03-04,2023-11-14 03:12:49.171373,Health product
70268,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Label,Truck - Med. & H.D.,2014-03-03,2023-11-14 03:12:49.171373,Vehicles
50805,Health Canada,,Aspiration hazard,Chemicals,2014-03-03,2023-11-14 03:12:49.171373,Consumer product
50700,Health Canada,,Aspiration hazard,Chemicals,2014-03-03,2023-11-14 03:12:49.171373,Consumer product
50738,Canadian Food Inspection Agency,,Listeria,,2014-02-28,2023-11-14 03:12:49.171373,Food
51337,Canadian Food Inspection Agency,,Gluten,,2014-02-28,2023-11-14 03:12:49.171373,Food
50675,Health Canada,,Fall hazard,Sports and fitness,2014-02-27,2023-11-14 03:12:49.171373,Consumer product
50799,Canadian Food Inspection Agency,,Listeria,,2014-02-27,2023-11-14 03:12:49.171373,Food
70175,Transport Canada,Light Truck & Van recalled by NISSAN,Label,Light Truck & Van,2014-02-27,2023-11-14 03:12:49.171373,Vehicles
50732,Canadian Food Inspection Agency,,Wheat,,2014-02-27,2023-11-14 03:12:49.171373,Food
51405,Canadian Food Inspection Agency,,Milk,,2014-02-27,2023-11-14 03:12:49.171373,Food
50730,Canadian Food Inspection Agency,,Milk,,2014-02-27,2023-11-14 03:12:49.171373,Food
50792,Health Canada,,Labelling,Drugs,2014-02-27,2023-11-14 03:12:49.171373,Health product
50747,Canadian Food Inspection Agency,,Listeria,,2014-02-27,2023-11-14 03:12:49.171373,Food
70183,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Engine,School Bus,2014-02-26,2023-11-14 03:12:49.171373,Vehicles
70184,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Engine,Truck - Med. & H.D.,2014-02-26,2023-11-14 03:12:49.171373,Vehicles
70180,Transport Canada,Car recalled by GENERAL MOTORS,Powertrain,Car,2014-02-26,2023-11-14 03:12:49.171373,Vehicles
50723,Canadian Food Inspection Agency,,Salmonella,,2014-02-26,2023-11-14 03:12:49.171373,Food
50793,Canadian Food Inspection Agency,,Sulphites,,2014-02-26,2023-11-14 03:12:49.171373,Food
50731,Canadian Food Inspection Agency,,"Mustard, Soy",,2014-02-26,2023-11-14 03:12:49.171373,Food
50728,Canadian Food Inspection Agency,,Wheat,,2014-02-26,2023-11-14 03:12:49.171373,Food
50707,Canadian Food Inspection Agency,,Milk,,2014-02-26,2023-11-14 03:12:49.171373,Food
70181,Transport Canada,Truck - Med. & H.D. recalled by MACK,Electrical,Truck - Med. & H.D.,2014-02-26,2023-11-14 03:12:49.171373,Vehicles
70177,Transport Canada,Truck - Med. & H.D. recalled by CATERPILLAR,Brakes,Truck - Med. & H.D.,2014-02-26,2023-11-14 03:12:49.171373,Vehicles
70178,Transport Canada,Bus recalled by PREVOST,Electrical,Bus,2014-02-26,2023-11-14 03:12:49.171373,Vehicles
70176,Transport Canada,Motorcycle recalled by FRED DEELEY,Lights And Instruments,Motorcycle,2014-02-26,2023-11-14 03:12:49.171373,Vehicles
50673,Health Canada,,Product safety,Drugs,2014-02-25,2023-11-14 03:12:49.171373,Health product
70282,Transport Canada,SUV recalled by HONDA,Powertrain,SUV,2014-02-25,2023-11-14 03:12:49.171373,Vehicles
50721,Health Canada,,Fire hazard,Tools and accessories,2014-02-25,2023-11-14 03:12:49.171373,Consumer product
50798,Health Canada,,Fire hazard,Clothing and accessories,2014-02-25,2023-11-14 03:12:49.171373,Consumer product
50795,Canadian Food Inspection Agency,,Listeria,,2014-02-25,2023-11-14 03:12:49.171373,Food
50670,Health Canada,,Product safety,Drugs,2014-02-25,2023-11-14 03:12:49.171373,Health product
50791,Canadian Food Inspection Agency,,Milk,,2014-02-25,2023-11-14 03:12:49.171373,Food
50729,Canadian Food Inspection Agency,,Listeria,,2014-02-25,2023-11-14 03:12:49.171373,Food
50717,Health Canada,,Fall hazard,Sports and fitness,2014-02-25,2023-11-14 03:12:49.171373,Consumer product
50788,Canadian Food Inspection Agency,,Listeria,,2014-02-25,2023-11-14 03:12:49.171373,Food
50702,Health Canada,,,Other,2014-02-25,2023-11-14 03:12:49.171373,Food
50718,Health Canada,,,Household items,2014-02-25,2023-11-14 03:12:49.171373,Consumer products
70189,Transport Canada,Motorcycle recalled by BMW,Electrical,Motorcycle,2014-02-24,2023-11-14 03:12:49.171373,Vehicles
50722,Canadian Food Inspection Agency,,Listeria,,2014-02-24,2023-11-14 03:12:49.171373,Food
50701,Canadian Food Inspection Agency,,Egg,,2014-02-24,2023-11-14 03:12:49.171373,Food
70187,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Engine,Truck - Med. & H.D.,2014-02-24,2023-11-14 03:12:49.171373,Vehicles
70185,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Brakes,Truck - Med. & H.D.,2014-02-24,2023-11-14 03:12:49.171373,Vehicles
50737,Canadian Food Inspection Agency,,,,2014-02-24,2023-11-14 03:12:49.171373,Food
50672,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-24,2023-11-14 03:12:49.171373,Consumer products
50719,Canadian Food Inspection Agency,,Milk,,2014-02-21,2023-11-14 03:12:49.171373,Food
50725,Canadian Food Inspection Agency,,Wheat,,2014-02-21,2023-11-14 03:12:49.171373,Food
50804,Canadian Food Inspection Agency,,Milk,,2014-02-20,2023-11-14 03:12:49.171373,Food
50674,Canadian Food Inspection Agency,,Milk,,2014-02-20,2023-11-14 03:12:49.171373,Food
50790,Health Canada,,,Sports and fitness,2014-02-20,2023-11-14 03:12:49.171373,Consumer product
50724,Canadian Food Inspection Agency,,,Other,2014-02-20,2023-11-14 03:12:49.171373,Food
70190,Transport Canada,Motorcycle recalled by HONDA,Engine,Motorcycle,2014-02-20,2023-11-14 03:12:49.171373,Vehicles
70365,Transport Canada,A.T.V. recalled by HONDA,Steering,A.T.V.,2014-02-19,2023-11-14 03:12:49.171373,Vehicles
50658,Health Canada,,Product safety,Natural health products,2014-02-19,2023-11-14 03:12:49.171373,Health product
50671,Canadian Food Inspection Agency,,Milk,,2014-02-19,2023-11-14 03:12:49.171373,Food
50716,Health Canada,,New safety information,Drugs,2014-02-19,2023-11-14 03:12:49.171373,Health product
70324,Transport Canada,RV Trailer recalled by GULF STREAM COACH,Structure,RV Trailer,2014-02-19,2023-11-14 03:12:49.171373,Vehicles
70426,Transport Canada,Motorcycle recalled by SUZUKI,Accessories,Motorcycle,2014-02-19,2023-11-14 03:12:49.171373,Vehicles
70362,Transport Canada,Car recalled by MAZDA,Structure,Car,2014-02-19,2023-11-14 03:12:49.171373,Vehicles
50720,Canadian Food Inspection Agency,,Milk,,2014-02-19,2023-11-14 03:12:49.171373,Food
70372,Transport Canada,Light Truck & Van recalled by NISSAN,Brakes,"Light Truck & Van, Vehicles - SUV",2014-02-19,2023-11-14 03:12:49.171373,Vehicles
70327,Transport Canada,Light Truck & Van recalled by NISSAN,Electrical,Light Truck & Van,2014-02-19,2023-11-14 03:12:49.171373,Vehicles
50800,Canadian Food Inspection Agency,,Egg,,2014-02-19,2023-11-14 03:12:49.171373,Food
70299,Transport Canada,Minivan recalled by HYUNDAI,Suspension,Minivan,2014-02-19,2023-11-14 03:12:49.171373,Vehicles
50666,Canadian Food Inspection Agency,,Milk,,2014-02-18,2023-11-14 03:12:49.171373,Food
50687,Health Canada,,Undeclared substance,Drugs,2014-02-18,2023-11-14 03:12:49.171373,Health product
50686,Health Canada,,Undeclared substance,Drugs,2014-02-18,2023-11-14 03:12:49.171373,Health product
50663,Canadian Food Inspection Agency,,,Other,2014-02-18,2023-11-14 03:12:49.171373,Food
50650,Health Canada,,Electrical hazard,Appliances,2014-02-18,2023-11-14 03:12:49.171373,Consumer product
50662,Health Canada,,,Other,2014-02-18,2023-11-14 03:12:49.171373,Food
50801,Canadian Food Inspection Agency,,Milk,,2014-02-18,2023-11-14 03:12:49.171373,Food
50656,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-18,2023-11-14 03:12:49.171373,Consumer products
50814,Health Canada,,Undeclared substance,Drugs,2014-02-18,2023-11-14 03:12:49.171373,Health product
50659,Canadian Food Inspection Agency,,Salmonella,,2014-02-17,2023-11-14 03:12:49.171373,Food
50715,Canadian Food Inspection Agency,,Soy,,2014-02-17,2023-11-14 03:12:49.171373,Food
50713,Canadian Food Inspection Agency,,,Other,2014-02-17,2023-11-14 03:12:49.171373,Food
70194,Transport Canada,Light Truck & Van recalled by NISSAN,Electrical,Light Truck & Van,2014-02-17,2023-11-14 03:12:49.171373,Vehicles
70196,Transport Canada,Truck - Med. & H.D. recalled by MITSUBISHI FUSO,Powertrain,Truck - Med. & H.D.,2014-02-17,2023-11-14 03:12:49.171373,Vehicles
70197,Transport Canada,Motorcycle recalled by YAMAHA,Powertrain,Motorcycle,2014-02-17,2023-11-14 03:12:49.171373,Vehicles
50665,Canadian Food Inspection Agency,,Sesame seeds,,2014-02-15,2023-11-14 03:12:49.171373,Food
50704,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-14,2023-11-14 03:12:49.171373,Consumer products
50654,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-14,2023-11-14 03:12:49.171373,Consumer products
50803,Canadian Food Inspection Agency,,Milk,,2014-02-14,2023-11-14 03:12:49.171373,Food
50655,Health Canada,,Fire hazard,Tools and accessories,2014-02-14,2023-11-14 03:12:49.171373,Consumer product
50657,Canadian Food Inspection Agency,,Egg,,2014-02-13,2023-11-14 03:12:49.171373,Food
51239,Health Canada,,Medical devices,Medical device,2014-02-13,2023-11-14 03:12:49.171373,Health product
50797,Canadian Food Inspection Agency,,"Egg, Soy",,2014-02-13,2023-11-14 03:12:49.171373,Food
70231,Transport Canada,Truck - Med. & H.D. recalled by HINO,Steering,Truck - Med. & H.D.,2014-02-13,2023-11-14 03:12:49.171373,Vehicles
50661,Health Canada,,,Electronics,2014-02-12,2023-11-14 03:12:49.171373,Consumer product
50708,Health Canada,,,Drugs,2014-02-12,2023-11-14 03:12:49.171373,Health product
50685,Health Canada,,Electrical hazard,Tools and accessories,2014-02-12,2023-11-14 03:12:49.171373,Consumer product
50709,Canadian Food Inspection Agency,,Milk,,2014-02-12,2023-11-14 03:12:49.171373,Food
70192,Transport Canada,Bus recalled by TURTLE TOP,Accessories,Bus,2014-02-12,2023-11-14 03:12:49.171373,Vehicles
50690,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50678,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50680,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50681,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50682,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50683,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50689,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50649,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-11,2023-11-14 03:12:49.171373,Consumer products
50691,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50692,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50693,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50706,Canadian Food Inspection Agency,,Milk,,2014-02-11,2023-11-14 03:12:49.171373,Food
50664,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50660,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-11,2023-11-14 03:12:49.171373,Consumer products
50676,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50688,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50653,Canadian Food Inspection Agency,,Sulphites,,2014-02-11,2023-11-14 03:12:49.171373,Food
50641,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50648,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50695,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50633,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50639,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50640,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50638,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50643,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50637,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50644,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50645,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50646,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50647,Health Canada,,Medical devices,Medical device,2014-02-11,2023-11-14 03:12:49.171373,Health product
50621,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50629,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50628,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50627,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50626,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50625,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50624,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50623,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50622,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50617,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50652,Canadian Food Inspection Agency,,,,2014-02-10,2023-11-14 03:12:49.171373,Food
