recall_id,organization,product_name,issue,category,updated_at,data_received_at
48955,Canadian Food Inspection Agency,,Listeria,Food,2013-01-29,2023-11-14 03:12:49.171373
48584,Health Canada,,,Consumer product - Clothing and accessories,2013-01-29,2023-11-14 03:12:49.171373
48821,Health Canada,,,Food - Other,2013-01-29,2023-11-14 03:12:49.171373
48828,Canadian Food Inspection Agency,,Milk,Food,2013-01-29,2023-11-14 03:12:49.171373
70708,Transport Canada,Car recalled by PORSCHE,Suspension,Vehicles - Car,2013-01-29,2023-11-14 03:12:49.171373
70711,Transport Canada,Car recalled by MERCEDES-BENZ,Other,Vehicles - Car,2013-01-29,2023-11-14 03:12:49.171373
48798,Health Canada,,,Consumer product - Hobby and craft items,2013-01-28,2023-11-14 03:12:49.171373
48913,Canadian Food Inspection Agency,,Listeria,Food,2013-01-28,2023-11-14 03:12:49.171373
51404,Health Canada,,Medical devices,Health product - Medical device,2013-01-27,2023-11-14 03:12:49.171373
48799,Health Canada,,,Consumer product - Electronics,2013-01-25,2023-11-14 03:12:49.171373
48820,Canadian Food Inspection Agency,,,Food - Other,2013-01-25,2023-11-14 03:12:49.171373
48587,Health Canada,,,Consumer product - Toys and games,2013-01-25,2023-11-14 03:12:49.171373
70649,Transport Canada,A.T.V. recalled by JOHN DEERE,Engine,Vehicles - A.T.V.,2013-01-25,2023-11-14 03:12:49.171373
70675,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Other,Vehicles - Light Truck & Van,2013-01-25,2023-11-14 03:12:49.171373
70654,Transport Canada,Tire recalled by CONTINENTAL TIRE,Tires,Vehicles - Tire,2013-01-24,2023-11-14 03:12:49.171373
70647,Transport Canada,RV Trailer recalled by DUTCHMEN,Electrical,Vehicles - RV Trailer,2013-01-24,2023-11-14 03:12:49.171373
70768,Transport Canada,Motorcycle recalled by BMW,Brakes,Vehicles - Motorcycle,2013-01-24,2023-11-14 03:12:49.171373
48801,Health Canada,,Dosage,Health product - Drugs,2013-01-24,2023-11-14 03:12:49.171373
48917,Health Canada,,Labelling,Health product - Drugs,2013-01-24,2023-11-14 03:12:49.171373
48591,Health Canada,,Chemical hazard,Consumer product - Household items,2013-01-24,2023-11-14 03:12:49.171373
48586,Health Canada,,Unauthorized product,Health product - Natural health products,2013-01-23,2023-11-14 03:12:49.171373
48595,Health Canada,,,Health product - Natural health products,2013-01-23,2023-11-14 03:12:49.171373
48915,Canadian Food Inspection Agency,,Soy,Food,2013-01-22,2023-11-14 03:12:49.171373
48806,Canadian Food Inspection Agency,,Mustard,Food,2013-01-22,2023-11-14 03:12:49.171373
48311,Canadian Food Inspection Agency,,Egg,Food,2013-01-22,2023-11-14 03:12:49.171373
48592,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48593,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48275,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48576,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48574,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48583,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48255,Health Canada,,Labelling,Health product - Drugs,2013-01-21,2023-11-14 03:12:49.171373
48285,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48283,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48279,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48276,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48582,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48579,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48304,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48327,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48316,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48312,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48318,Health Canada,,,Health product - Medical device,2013-01-21,2023-11-14 03:12:49.171373
48309,Health Canada,,"Dosage, Labelling, Product safety",Health product - Drugs,2013-01-21,2023-11-14 03:12:49.171373
71536,Transport Canada,Motorhome recalled by FOREST RIVER,Accessories,Vehicles - Motorhome,2013-01-21,2023-11-14 03:12:49.171373
71881,Transport Canada,Light Trailer recalled by J' S RV RENTAL,Lights And Instruments,Vehicles - Light Trailer,2013-01-21,2023-11-14 03:12:49.171373
71345,Transport Canada,Bus recalled by NOVA BUS,Label,Vehicles - Bus,2013-01-21,2023-11-14 03:12:49.171373
71414,Transport Canada,Car recalled by TOYOTA,Label,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - SUV",2013-01-21,2023-11-14 03:12:49.171373
71434,Transport Canada,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Other,Vehicles - Snowmobile,2013-01-21,2023-11-14 03:12:49.171373
71863,Transport Canada,SUV recalled by BMW,Lights And Instruments,Vehicles - SUV,2013-01-21,2023-11-14 03:12:49.171373
71379,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Label,Vehicles - Bus,2013-01-21,2023-11-14 03:12:49.171373
71578,Transport Canada,Car recalled by JAGUAR,Visual System,Vehicles - Car,2013-01-21,2023-11-14 03:12:49.171373
71582,Transport Canada,Motorhome recalled by FLEETWOOD,Lights And Instruments,Vehicles - Motorhome,2013-01-21,2023-11-14 03:12:49.171373
71846,Transport Canada,School Bus recalled by MICRO BIRD,Seats And Restraints,Vehicles - School Bus,2013-01-21,2023-11-14 03:12:49.171373
71845,Transport Canada,Chassis Cab recalled by SPARTAN,Seats And Restraints,"Vehicles - Chassis Cab, Vehicles - Truck - Med. & H.D.",2013-01-21,2023-11-14 03:12:49.171373
71674,Transport Canada,Car recalled by VOLKSWAGEN,Lights And Instruments,Vehicles - Car,2013-01-21,2023-11-14 03:12:49.171373
71705,Transport Canada,Bus recalled by MICRO BIRD,Other,"Vehicles - Bus, Vehicles - School Bus",2013-01-21,2023-11-14 03:12:49.171373
71711,Transport Canada,Light Truck & Van recalled by NISSAN,Seats And Restraints,Vehicles - Light Truck & Van,2013-01-21,2023-11-14 03:12:49.171373
71727,Transport Canada,Car recalled by GENERAL MOTORS,Label,Vehicles - Car,2013-01-21,2023-11-14 03:12:49.171373
71807,Transport Canada,School Bus recalled by COLLINS BUS CORPORATION,Label,Vehicles - School Bus,2013-01-21,2023-11-14 03:12:49.171373
70795,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Vehicles - Car,2013-01-21,2023-11-14 03:12:49.171373
70664,Transport Canada,Truck - Med. & H.D. recalled by AUTOCAR,Seats And Restraints,Vehicles - Truck - Med. & H.D.,2013-01-21,2023-11-14 03:12:49.171373
70723,Transport Canada,Car recalled by TOYOTA,Powertrain,Vehicles - Car,2013-01-21,2023-11-14 03:12:49.171373
70862,Transport Canada,Motorcycle recalled by SUZUKI,Label,Vehicles - Motorcycle,2013-01-21,2023-11-14 03:12:49.171373
70966,Transport Canada,Light Truck & Van recalled by NISSAN,Label,"Vehicles - Light Truck & Van, Vehicles - SUV",2013-01-21,2023-11-14 03:12:49.171373
70876,Transport Canada,Car recalled by VOLKSWAGEN,Tires,Vehicles - Car,2013-01-21,2023-11-14 03:12:49.171373
70766,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Lights And Instruments,Vehicles - Truck - Med. & H.D.,2013-01-21,2023-11-14 03:12:49.171373
70706,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,Vehicles - Light Truck & Van,2013-01-21,2023-11-14 03:12:49.171373
48297,Canadian Food Inspection Agency,,Egg,Food,2013-01-18,2023-11-14 03:12:49.171373
48249,Canadian Food Inspection Agency,,Egg,Food,2013-01-18,2023-11-14 03:12:49.171373
48295,Health Canada,,,Consumer product - Electronics,2013-01-18,2023-11-14 03:12:49.171373
48253,Canadian Food Inspection Agency,,Mustard,Food,2013-01-18,2023-11-14 03:12:49.171373
48282,Canadian Food Inspection Agency,,Milk,Food,2013-01-17,2023-11-14 03:12:49.171373
48291,Health Canada,,,Consumer product - Electronics,2013-01-17,2023-11-14 03:12:49.171373
48849,Canadian Food Inspection Agency,,Extraneous Material,Food,2013-01-17,2023-11-14 03:12:49.171373
48293,Canadian Food Inspection Agency,,Peanut,Food,2013-01-17,2023-11-14 03:12:49.171373
48246,Health Canada,,,Consumer product - Sports and fitness,2013-01-16,2023-11-14 03:12:49.171373
48251,Canadian Food Inspection Agency,,Extraneous Material,Food,2013-01-16,2023-11-14 03:12:49.171373
48588,Canadian Food Inspection Agency,,Extraneous Material,Food,2013-01-16,2023-11-14 03:12:49.171373
70707,Transport Canada,Motorcycle recalled by BMW,Other,Vehicles - Motorcycle,2013-01-16,2023-11-14 03:12:49.171373
70720,Transport Canada,Light Truck & Van recalled by TOYOTA,Accessories,Vehicles - Light Truck & Van,2013-01-16,2023-11-14 03:12:49.171373
71191,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Engine,"Vehicles - Bus, Vehicles - Truck - Med. & H.D.",2013-01-16,2023-11-14 03:12:49.171373
48248,Canadian Food Inspection Agency,,Peanut,Food,2013-01-15,2023-11-14 03:12:49.171373
48388,Health Canada,,,Consumer product - Household items,2013-01-14,2023-11-14 03:12:49.171373
48277,Canadian Food Inspection Agency,,,Food,2013-01-14,2023-11-14 03:12:49.171373
48288,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2013-01-13,2023-11-14 03:12:49.171373
48210,Canadian Food Inspection Agency,,Extraneous Material,Food,2013-01-11,2023-11-14 03:12:49.171373
48201,Canadian Food Inspection Agency,,Mustard,Food,2013-01-11,2023-11-14 03:12:49.171373
70663,Transport Canada,Bus recalled by GOSHEN,Other,Vehicles - Bus,2013-01-11,2023-11-14 03:12:49.171373
70709,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Electrical,Vehicles - Motorhome,2013-01-10,2023-11-14 03:12:49.171373
71107,Transport Canada,Bus recalled by STARTRANS,Seats And Restraints,Vehicles - Bus,2013-01-10,2023-11-14 03:12:49.171373
48207,Health Canada,,Electrical hazard,Consumer product - Electronics,2013-01-10,2023-11-14 03:12:49.171373
48243,Canadian Food Inspection Agency,,,Food,2013-01-10,2023-11-14 03:12:49.171373
48133,Health Canada,,Flammability hazard,Consumer product - Household items,2013-01-09,2023-11-14 03:12:49.171373
48219,Canadian Food Inspection Agency,,Peanut,Food,2013-01-09,2023-11-14 03:12:49.171373
49040,Health Canada,,Product safety,Health product - Drugs,2013-01-09,2023-11-14 03:12:49.171373
48183,Canadian Food Inspection Agency,,Milk,Food,2013-01-09,2023-11-14 03:12:49.171373
70666,Transport Canada,Motorhome recalled by FOREST RIVER,Electrical,Vehicles - Motorhome,2013-01-09,2023-11-14 03:12:49.171373
70842,Transport Canada,Truck - Med. & H.D. recalled by ELGIN SWEEPER,Brakes,Vehicles - Truck - Med. & H.D.,2013-01-09,2023-11-14 03:12:49.171373
70667,Transport Canada,Bus recalled by ARBOC SPECIALTY VEHICLES,Seats And Restraints,Vehicles - Bus,2013-01-08,2023-11-14 03:12:49.171373
70722,Transport Canada,Car recalled by TOYOTA,Steering,Vehicles - Car,2013-01-08,2023-11-14 03:12:49.171373
48267,Canadian Food Inspection Agency,,Milk,Food,2013-01-08,2023-11-14 03:12:49.171373
48139,Health Canada,,Product safety,Food,2013-01-08,2023-11-14 03:12:49.171373
48143,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48225,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48223,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48137,Health Canada,,,Health product - Drugs,2013-01-07,2023-11-14 03:12:49.171373
48222,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48164,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48141,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48142,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48226,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48144,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48145,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48146,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48147,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48148,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48149,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48150,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48188,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48205,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48182,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48189,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48247,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48266,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48252,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48294,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48209,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48153,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48256,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48221,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48200,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48244,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48161,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48242,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48239,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48197,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48184,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
48186,Health Canada,,,Health product - Medical device,2013-01-07,2023-11-14 03:12:49.171373
70727,Transport Canada,RV Trailer recalled by AIRSTREAM,Brakes,Vehicles - RV Trailer,2013-01-07,2023-11-14 03:12:49.171373
70728,Transport Canada,Heavy Trailer recalled by LODE KING,Brakes,Vehicles - Heavy Trailer,2013-01-07,2023-11-14 03:12:49.171373
70754,Transport Canada,Bus recalled by PREVOST,Electrical,Vehicles - Bus,2013-01-07,2023-11-14 03:12:49.171373
70673,Transport Canada,RV Trailer recalled by KEYSTONE,Fuel Supply,Vehicles - RV Trailer,2013-01-07,2023-11-14 03:12:49.171373
70734,Transport Canada,RV Trailer recalled by DUTCHMEN,Other,Vehicles - RV Trailer,2013-01-07,2023-11-14 03:12:49.171373
70730,Transport Canada,Car recalled by MERCEDES-BENZ,Structure,Vehicles - Car,2013-01-07,2023-11-14 03:12:49.171373
70669,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Other,"Vehicles - Light Truck & Van, Vehicles - SUV",2013-01-07,2023-11-14 03:12:49.171373
70737,Transport Canada,Car recalled by JAGUAR,Fuel Supply,Vehicles - Car,2013-01-04,2023-11-14 03:12:49.171373
48159,Canadian Food Inspection Agency,,Sulphites,Food,2013-01-04,2023-11-14 03:12:49.171373
48155,Health Canada,,"Unauthorized product, Product safety","Health product - Drugs, Health product - Natural health products",2013-01-03,2023-11-14 03:12:49.171373
71078,Transport Canada,Low Speed Motorcycle recalled by PIAGGIO GROUP,Engine,"Vehicles - Low Speed Motorcycle, Vehicles - Minibike/ Moped /Scooter, Vehicles - Motorcycle",2013-01-03,2023-11-14 03:12:49.171373
70907,Transport Canada,Car recalled by SUBARU,Seats And Restraints,Vehicles - Car,2013-01-02,2023-11-14 03:12:49.171373
48190,Health Canada,,,Health product - Drugs,2013-01-02,2023-11-14 03:12:49.171373
48174,Canadian Food Inspection Agency,,Egg,Food,2012-12-29,2023-11-14 03:12:49.171373
48169,Health Canada,,Electrical hazard,Consumer product - Tools and accessories,2012-12-28,2023-11-14 03:12:49.171373
48165,Health Canada,,Electrical hazard,"Consumer product - Specialized products, Consumer product - Tools and accessories",2012-12-28,2023-11-14 03:12:49.171373
48171,Health Canada,,Flammability hazard,"Consumer product - Specialized products, Consumer product - Tools and accessories",2012-12-28,2023-11-14 03:12:49.171373
23992,Health Canada,,Unauthorized product,Health product - Natural health products,2012-12-28,2023-11-14 03:12:49.171373
48319,Health Canada,,Labelling,Health product - Medical device,2012-12-28,2023-11-14 03:12:49.171373
48175,Canadian Food Inspection Agency,,,Food,2012-12-27,2023-11-14 03:12:49.171373
48176,Health Canada,,,"Consumer product - Household items, Consumer product - Tools and accessories",2012-12-27,2023-11-14 03:12:49.171373
24071,Health Canada,,Product safety,Food,2012-12-27,2023-11-14 03:12:49.171373
48172,Health Canada,,,"Consumer product - Appliances, Consumer product - Household items",2012-12-24,2023-11-14 03:12:49.171373
49365,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49310,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49537,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49209,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49217,Health Canada,,Labelling,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49270,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49275,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49276,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49279,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49280,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49305,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49309,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49478,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49311,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49400,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49312,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49313,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49315,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49344,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49348,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49357,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49364,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49366,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49539,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49541,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49544,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49545,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
49547,Health Canada,,,Health product - Medical device,2012-12-24,2023-11-14 03:12:49.171373
48121,Health Canada,,,Health product - Drugs,2012-12-21,2023-11-14 03:12:49.171373
48120,Health Canada,,,Consumer product - Beauty and personal care,2012-12-21,2023-11-14 03:12:49.171373
48206,Canadian Food Inspection Agency,,Milk,Food,2012-12-21,2023-11-14 03:12:49.171373
48118,Health Canada,,"Undeclared substance, Product safety",Health product - Natural health products,2012-12-21,2023-11-14 03:12:49.171373
48117,Health Canada,,Undeclared substance,Health product - Natural health products,2012-12-21,2023-11-14 03:12:49.171373
48116,Health Canada,,"Contamination, Product safety",Health product - Drugs,2012-12-21,2023-11-14 03:12:49.171373
48115,Health Canada,,Undeclared substance,Health product - Natural health products,2012-12-21,2023-11-14 03:12:49.171373
48307,Health Canada,,Product safety,Health product - Drugs,2012-12-21,2023-11-14 03:12:49.171373
48168,Canadian Food Inspection Agency,,Non harmful (quality or spoilage),Food,2012-12-21,2023-11-14 03:12:49.171373
48122,Health Canada,,,Health product - Drugs,2012-12-21,2023-11-14 03:12:49.171373
48123,Health Canada,,,Health product - Drugs,2012-12-21,2023-11-14 03:12:49.171373
48589,Health Canada,,Product safety,Health product - Drugs,2012-12-21,2023-11-14 03:12:49.171373
70817,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Vehicles - Truck - Med. & H.D.,2012-12-21,2023-11-14 03:12:49.171373
70689,Transport Canada,Motorhome recalled by NEWMAR,Electrical,Vehicles - Motorhome,2012-12-20,2023-11-14 03:12:49.171373
70693,Transport Canada,Motor Tricycle recalled by BOMBARDIER RECREATIONAL PRODUCTS,Fuel Supply,Vehicles - Motor Tricycle,2012-12-20,2023-11-14 03:12:49.171373
70716,Transport Canada,Bus recalled by SETRA,Electrical,Vehicles - Bus,2012-12-20,2023-11-14 03:12:49.171373
70694,Transport Canada,Motorcycle recalled by KTM,Fuel Supply,Vehicles - Motorcycle,2012-12-20,2023-11-14 03:12:49.171373
70704,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Electrical,Vehicles - Motorhome,2012-12-20,2023-11-14 03:12:49.171373
48779,Canadian Food Inspection Agency,,Mustard,Food,2012-12-20,2023-11-14 03:12:49.171373
48119,Canadian Food Inspection Agency,,Soy,Food,2012-12-20,2023-11-14 03:12:49.171373
48113,Health Canada,,"Undeclared substance, Product safety",Health product - Drugs,2012-12-20,2023-11-14 03:12:49.171373
48112,Health Canada,,,Consumer product - Household items,2012-12-20,2023-11-14 03:12:49.171373
48299,Health Canada,,,Health product - Medical device,2012-12-20,2023-11-14 03:12:49.171373
48573,Health Canada,,Product safety,Health product - Drugs,2012-12-19,2023-11-14 03:12:49.171373
48108,Health Canada,,Dosage,Health product - Drugs,2012-12-18,2023-11-14 03:12:49.171373
48110,Canadian Food Inspection Agency,,"Mustard, Soy",Food,2012-12-18,2023-11-14 03:12:49.171373
48109,Health Canada,,,Consumer product - Household items,2012-12-18,2023-11-14 03:12:49.171373
48107,Health Canada,,,Consumer product - Appliances,2012-12-18,2023-11-14 03:12:49.171373
48106,Health Canada,,,Food - Other,2012-12-18,2023-11-14 03:12:49.171373
48105,Health Canada,,,Consumer product - Toys and games,2012-12-18,2023-11-14 03:12:49.171373
48320,Health Canada,,,Health product - Medical device,2012-12-17,2023-11-14 03:12:49.171373
48111,Canadian Food Inspection Agency,,Wheat,Food,2012-12-17,2023-11-14 03:12:49.171373
48376,Health Canada,,,Consumer product - Toys and games,2012-12-17,2023-11-14 03:12:49.171373
48104,Canadian Food Inspection Agency,,,Food,2012-12-17,2023-11-14 03:12:49.171373
48100,Health Canada,,Physical hazard,"Consumer product - Specialized products, Consumer product - Sports and fitness",2012-12-17,2023-11-14 03:12:49.171373
71920,Transport Canada,Bus recalled by NEW FLYER,Other,Vehicles - Bus,2012-12-17,2023-11-14 03:12:49.171373
70685,Transport Canada,A.T.V. recalled by JOHN DEERE,Fuel Supply,Vehicles - A.T.V.,2012-12-17,2023-11-14 03:12:49.171373
70712,Transport Canada,Car recalled by FORD,Engine,"Vehicles - Car, Vehicles - SUV",2012-12-17,2023-11-14 03:12:49.171373
70792,Transport Canada,Car recalled by GENERAL MOTORS,Powertrain,Vehicles - Car,2012-12-17,2023-11-14 03:12:49.171373
70684,Transport Canada,A.T.V. recalled by JOHN DEERE,Fuel Supply,Vehicles - A.T.V.,2012-12-17,2023-11-14 03:12:49.171373
70690,Transport Canada,School Bus recalled by BLUE BIRD,Steering,Vehicles - School Bus,2012-12-17,2023-11-14 03:12:49.171373
70691,Transport Canada,Bus recalled by PREVOST,Other,Vehicles - Bus,2012-12-17,2023-11-14 03:12:49.171373
70692,Transport Canada,Motor Tricycle recalled by BOMBARDIER RECREATIONAL PRODUCTS,Fuel Supply,Vehicles - Motor Tricycle,2012-12-17,2023-11-14 03:12:49.171373
70747,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Seats And Restraints,Vehicles - Truck - Med. & H.D.,2012-12-17,2023-11-14 03:12:49.171373
70748,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Other,Vehicles - Truck - Med. & H.D.,2012-12-17,2023-11-14 03:12:49.171373
70731,Transport Canada,Motorhome recalled by FLEETWOOD,Structure,Vehicles - Motorhome,2012-12-17,2023-11-14 03:12:49.171373
70750,Transport Canada,Car recalled by BMW,Other,Vehicles - Car,2012-12-17,2023-11-14 03:12:49.171373
48558,Health Canada,,,Health product - Medical device,2012-12-16,2023-11-14 03:12:49.171373
48379,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2012-12-15,2023-11-14 03:12:49.171373
48556,Canadian Food Inspection Agency,,Milk,Food,2012-12-14,2023-11-14 03:12:49.171373
25301,Health Canada,,,Consumer product - Household items,2012-12-14,2023-11-14 03:12:49.171373
48471,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2012-12-14,2023-11-14 03:12:49.171373
70713,Transport Canada,Car recalled by FORD,Lights And Instruments,Vehicles - Car,2012-12-14,2023-11-14 03:12:49.171373
48466,Canadian Food Inspection Agency,,Tree nut,Food,2012-12-13,2023-11-14 03:12:49.171373
48543,Health Canada,,"Product safety, Microbial Contamination",Food,2012-12-13,2023-11-14 03:12:49.171373
48452,Health Canada,,,Consumer product - Sports and fitness,2012-12-13,2023-11-14 03:12:49.171373
48544,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2012-12-13,2023-11-14 03:12:49.171373
71284,Transport Canada,Motorhome recalled by NEWMAR,Accessories,"Vehicles - Motorhome, Vehicles - RV Trailer",2012-12-13,2023-11-14 03:12:49.171373
70701,Transport Canada,Child Car Seat recalled by DIONO,Seats And Restraints,Vehicles - Child Car Seat,2012-12-12,2023-11-14 03:12:49.171373
70697,Transport Canada,School Bus recalled by BLUE BIRD,Lights And Instruments,Vehicles - School Bus,2012-12-12,2023-11-14 03:12:49.171373
48453,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2012-12-12,2023-11-14 03:12:49.171373
48542,Canadian Food Inspection Agency,,Mustard,Food,2012-12-12,2023-11-14 03:12:49.171373
48570,Canadian Food Inspection Agency,,Salmonella,Food,2012-12-12,2023-11-14 03:12:49.171373
48541,Health Canada,,,Consumer product - Household items,2012-12-12,2023-11-14 03:12:49.171373
48315,Health Canada,,,Health product - Medical device,2012-12-11,2023-11-14 03:12:49.171373
48449,Canadian Food Inspection Agency,,Salmonella,Food,2012-12-11,2023-11-14 03:12:49.171373
48535,Canadian Food Inspection Agency,,Extraneous Material,Food,2012-12-11,2023-11-14 03:12:49.171373
48448,Canadian Food Inspection Agency,,,Food,2012-12-11,2023-11-14 03:12:49.171373
48561,Canadian Food Inspection Agency,,Egg,Food,2012-12-11,2023-11-14 03:12:49.171373
70714,Transport Canada,SUV recalled by BMW,Steering,Vehicles - SUV,2012-12-11,2023-11-14 03:12:49.171373
